glossaryID,use glossaryID,glossary term,,New term,termDefinition,courseID,courseName
1548,,Reliable,,Reliable Data,The data generated by a program’s information system are based on protocols and procedures that do not change according to who is using them and when or how often they are used.  The data are reliable because they are measured and collected consistently.,117,Data Quality
1995,2147,Remote sensing,,,"The science, technology and art of obtaining information about objects or phenomena from a distance (i.e., without being in physical contact with them). Source: http://www.ccrs.nrcan.gc.ca/glossary/index_e.php?id=486, accessed June 2010.",97,Test
2147,,Remote sensing,,,"The science, technology and art of obtaining information about objects or phenomena from a distance (i.e., without being in physical contact with them). (CCRS)",122,Geographic Approaches to Global Health
379,,Replication,,,"Creating multiple copies of an organism, used most commonly in reference to the reproduction of viruses",45,Malaria
2686,379,Replication,,,"Creating multiple copies of an organism, used most commonly in reference to the reproduction of viruses",138,Malaria (Updated)
138,,Report and request report,,,A report and request report in a pull system is a summary report that reports the data to the next higher level and requests new supplies.,9,Logistics for Health Commodities
3092,138,Report and request report,,,A report and request report in a pull system is a summary report that reports the data to the next higher level and requests new supplies.,145,Logistics Revision
139,,Requisition and issue voucher,,,Transaction record generally used in a pull distribution system that lists the items and quantities requested by a facility and includes a column for the quantity actually issued.,9,Logistics for Health Commodities
3093,139,Requisition and issue voucher,,,Transaction record generally used in a pull distribution system that lists the items and quantities requested by a facility and includes a column for the quantity actually issued.,145,Logistics Revision
380,,Reservior,,,A host for a parasite or other infection that serves as an ongoing source of onward transmission of that infection,45,Malaria
2687,380,Reservior,,,A host for a parasite or other infection that serves as an ongoing source of onward transmission of that infection,138,Malaria (Updated)
2390,,Results of the Impact of HIV/AIDS Study on Older Populations,,,"APHRC found that respondents who said that they were affected by HIV/AIDS including, but not limited to some of the following: <br><br>

Currently caring or cared for someone infected with HIV/AIDS, currently caring for orphaned children, loss of support from adult children who died of, or currently sick with, AIDS, self-reported HIV/AIDS infection, loss/reduction of community support to older people as a result of the HIV/AIDS epidemic, loss of spouse to AIDS.",125,Mortality Surveillance Methods and Strategies
2573,2390,Results of the Impact of HIV/AIDS Study on Older Populations,,,"APHRC found that respondents who said that they were affected by HIV/AIDS including, but not limited to some of the following: <br><br>

Currently caring or cared for someone infected with HIV/AIDS, currently caring for orphaned children, loss of support from adult children who died of, or currently sick with, AIDS, self-reported HIV/AIDS infection, loss/reduction of community support to older people as a result of the HIV/AIDS epidemic, loss of spouse to AIDS.",136,Mortality Surveillance Methods & Strategies
338,,Retention,,,"Maintenance of health personnel by offering adequate opportunities for re-training and career management assistance (see career management).
(Source: World Bank)
",44,Human Resources for Health
1171,338,Retention,,,"Maintenance of personnel by offering adequate working conditions, opportunities for re-training, career management assistance, etc.",103,Human Resources for Health (HRH) Basics 
585,,Reversibility (of a contraceptive method),,,The ability to return to a state of fertility following the discontinuation of use of the method,68,Family Planning 101
1091,585,Reversibility (of a contraceptive method),,,The ability to return to a state of fertility following the discontinuation of use of the method,84,Postpartum Family Planning
140,,Review period/review period stock,,,The routine interval of time between assessments of stock levels to determine if an order should be placed. Review period stock is the quantity of stock that will be dispensed during the review period.,9,Logistics for Health Commodities
3094,140,Review period/review period stock,,,The routine interval of time between assessments of stock levels to determine if an order should be placed. Review period stock is the quantity of stock that will be dispensed during the review period.,145,Logistics Revision
29,,Rifampicin [or Rifampin] (R),,,"A first-line drug used to treat TB disease. Rifampicin has several possible side effects (i.e., hepatitis, turning body fluids orange, and drug interactions).",N	N,
936,995,Rifampicin [or Rifampin] (R),,,"A first-line drug used to treat TB disease. Rifampicin has several possible side effects (i.e., hepatitis, turning body fluids orange, and drug interactions).",90,Tuberculosis Basics (Updated)
995,,Rifampicin [or Rifampin] (R),,,"A first-line drug used to treat TB disease. Rifampicin has several possible side effects (i.e., hepatitis, drug-drug interactions, and causing body fluids (urine, tears, sweat) to turn orange.",91,Tuberculosis – Advanced Concepts
2724,,Rights of clients,,,"The International Planned Parenthood Federation (IPPF) has oultlined the following ten rights of family planning clients within the context of quality of care: information, access, choice, safety, privacy, confidentiality, dignity, comfort, continuity of services, and opinion. (Source: Huezo C, Diaz S. Quality of care in family planning: clients’ rights and providers’ needs. Advances in Contraception. 1993 Jun; 9 (2): 129-39.)",121,LA/PMs - A Smart FP/RH Program Investment
2942,,Rights of clients,,,"The International Planned Parenthood Federation (IPPF) has oultlined the following ten rights of family planning clients within the context of quality of care: information, access, choice, safety, privacy, confidentiality, dignity, comfort, continuity of services, and opinion. (Source: Huezo C, Diaz S. Quality of care in family planning: clients’ rights and providers’ needs. Advances in Contraception. 1993 Jun; 9 (2): 129-39.)",N	N,
1191,,Risk behavior,,,"Any behavior that puts an individual into circumstances where HIV transmission is probable.

Example of risky behaviors: injecting drugs, commercial sex.",105,HIV Stigma and Discrimination
1856,1191,Risk behavior,,,"A type of unhealthy behavior that leaves an inidvidual vulnerable to experiencing health issues; for the purpose of this course, risk behavior relates to behaviors that lead to the contraction of HIV.",115,Data Use for Program Managers
1195,2851,Risk group,,,"Individuals belonging to a certain group or population who have the potential to contract HIV.

Examples of risk groups for contracting HIV: injecting drug users, sex workers and their clients, men who have sex with men.",105,HIV Stigma and Discrimination
2851,,Risk group,,,A group of people sharing characteristics that put them at risk for and make them more likely to become infected than the general population.,110,Social and Behavior Change Communication
1117,,River blindness,,,Caused by a worm that breeds in fast-flowing rivers; transmitted by the bite of an infected black Simulium fly. River blindness is a major cause of blindness in west and central Africa.,87,Malaria in Pregnancy
2781,1117,River blindness,,,Caused by a worm that breeds in fast-flowing rivers; transmitted by the bite of an infected black Simulium fly. River blindness is a major cause of blindness in west and central Africa.,140,Malaria in Pregnancy (Updated)
190,,RNA,,,"Ribonucleic acid - In humans and most other organisms, RNA is the vehicle that takes the genetic information or ""code"" stored in the DNA and translates it for action in the cell. The RNA in HIV, however, stores its genetic information. (There are also other kinds of RNA in the human cell with different functions.)",26,HIV Basics  (Part 1)
720,190,RNA,,,"Ribonucleic acid – In humans and most other organisms, RNA is the vehicle that takes the genetic information or ""code"" stored in the DNA and translates it for action in the cell. The RNA in HIV, however, stores its genetic information. (There are also other kinds of RNA in the human cell with different functions.)",62,Mother-to-Child Transmission of HIV
1387,190,RNA,,,"Ribonucleic acid - In humans and most other organisms, RNA is the vehicle that takes the genetic information or ""code"" stored in the DNA and translates it for action in the cell. The RNA in HIV, however, stores its genetic information. (There are also other kinds of RNA in the human cell with different functions.)",112,HIV Clone
1626,190,RNA,,,"Ribonucleic acid - In humans and most other organisms, RNA is the vehicle that takes the genetic information or ""code"" stored in the DNA and translates it for action in the cell. The RNA in HIV, however, stores its genetic information. (There are also other kinds of RNA in the human cell with different functions.)",118,HIV/AIDS Surveillance
91,,Ruptured uterus,,,A uterus that tears open and causes bleeding. It is most commonly caused by obstructed labor.,10,Antenatal Care
849,,Ruptured uterus,,,A uterus that tears open and causes bleeding. It is most commonly caused by obstructed labor.,N	N,
885,,Ruptured uterus,,,A uterus that tears open and causes bleeding. It is most commonly caused by obstructed labor.,N	N,
1505,91,Ruptured uterus,,,A uterus that tears open and causes bleeding. It is most commonly caused by obstructed labor.,113,Antenatal COPY
2198,,Ruptured uterus,,,A uterus that tears open and causes bleeding. It is most commonly caused by obstructed labor.,N	N,
141,,Safety stock,,,"The buffer, cushion, or reserve stock kept on hand to protect against stockouts caused by delayed deliveries or markedly increased demand. ",9,Logistics for Health Commodities
3095,141,Safety stock,,,"The buffer, cushion, or reserve stock kept on hand to protect against stockouts caused by delayed deliveries or markedly increased demand. ",145,Logistics Revision
1996,,Scale,,,"The Earth is too large to draw on a map without reducing its size. This reduction is expressed as map scale, which is the ratio of the distance on a map to the actual distance on the surface of the Earth. As a result, a small-scale map displays a small amount of detail, but covers a large geographic area. A large-scale map shows a large amount of detail, but for a small area. Scale can be expressed graphically as a scale bar, or in writing using text or numeric forms: (i) Text: 1 inch = 24,000 inches OR 1 inch = 2,000 feet; or (ii) Numeric: 1:24,000.",97,Test
2148,1996,Scale,,,"The Earth is too large to draw on a map without reducing its size. This reduction is expressed as map scale, which is the ratio of the distance on a map to the actual distance on the surface of the Earth. As a result, a small-scale map displays a small amount of detail, but covers a large geographic area. A large-scale map shows a large amount of detail, but for a small area. Scale can be expressed graphically as a scale bar, or in writing using text or numeric forms: (i) Text: 1 inch = 24,000 inches OR 1 inch = 2,000 feet; or (ii) Numeric: 1:24,000.",122,Geographic Approaches to Global Health
509,,Schistosomiasis,,,"An infection caused by a parasite that is transmitted to humans through feces-contaminated fresh water snails
",53,Maternal Survival – Programming Issues
2641,509,Schistosomiasis,,,"An infection caused by a parasite that is transmitted to humans through feces-contaminated fresh water snails
",137,Maternal Survival - Programming Issues (Updated)
381,,Schizont,,,"Parasitic form in red blood cells that develops when a trophozoite divides into multiple new parasites. Once the schizont is mature, the red blood cell ruptures, releasing multiple merozoites which go on to infect other red cells.",45,Malaria
2688,381,Schizont,,,"Parasitic form in red blood cells that develops when a trophozoite divides into multiple new parasites. Once the schizont is mature, the red blood cell ruptures, releasing multiple merozoites which go on to infect other red cells.",138,Malaria (Updated)
161,,SDM,,,Standard Days Method,20,Standard Days Method
2752,161,SDM,,,Standard Days Method,139,Standard Days Method Revision
1627,,Second-generation surveillance,,,"Built upon a country's existing data collection system, second-generation HIV surveillance systems are designed to be adapted and modified to meet the specific needs of differing epidemics. This form of surveillance aims to improve the quality and diversity of information sources by developing and implementing standard and rigorous study protocols, using appropriate methods and tools. Second generation surveillance refers to activities outside of those activities generally considered to be a part of routine case surveillance such as case reporting and sentinel sero-surveys and uses additional sources of data to gain additional understanding of the epidemic. It includes biological surveillance of HIV and other STIs, as well as systematic surveillance of the behaviors that spread them.",118,HIV/AIDS Surveillance
3034,1627,Second-generation surveillance,,,HIV surveillance that is tailored to meet the specific pattern of the epidemic in a country.  It not only tracks HIV prevalence but also uses additional sources of data to increase understanding of trends of the epidemic over time. It includes biological surveillance of HIV and other sexually transmitted infections as well as systematic surveillance of the behaviours that spread them.  ,142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
30,,Second-Line TB Drugs,,,"Persons who develop resistance to first-line TB drugs may require treatment with second-line TB drugs. These drugs can be very toxic and may have serious side effects that require intensive medical management. Second-line TB drugs include: amikacin, capreomycin, cycloserine, ethionamide (prothionamide), fluoroquinolones (ciprofloxacin, ofloxacin, levofloxacin), kanamycin, para-aminosalicylic acid (rarely used anymore).",N	N,
937,966,Second-line TB drugs,,,"Persons who develop resistance to first-line TB drugs may require treatment with second-line TB drugs. These drugs can be very toxic and may have serious side effects that require intensive medical management. Second-line TB drugs include: amikacin, capreomycin, cycloserine, ethionamide (prothionamide), fluoroquinolones (ciprofloxacin, ofloxacin, levofloxacin), kanamycin, para-aminosalicylic acid (rarely used anymore).",90,Tuberculosis Basics (Updated)
996,,Second-Line TB Drugs,,,"Persons who develop resistance to first-line TB drugs may require treatment with second-line TB drugs. These drugs can be very toxic and may have serious side effects that require intensive medical management. Second-line TB drugs include: amikacin, capreomycin, cycloserine, ethionamide (prothionamide), fluoroquinolones (ciprofloxacin, ofloxacin, levofloxacin), kanamycin, and para-aminosalicylic acid (rarely used anymore). Newer studies are exploring the uses of gatifloxacin and moxifloxacin.",91,Tuberculosis – Advanced Concepts
411,,Secondary abstinence,,,Returning to a state of abstinence by those who have been sexually active,32,Youth Reproductive Health
1219,411,Secondary abstinence,,,Returning to a state of abstinence by those who have been sexually active,107,Youth Reproductive Health and HIV/AIDS
2795,,Secund,,,to loan an employee from one organization to another. The individual's financial remuneration - salary and benefits - may stay with the host organization while the recipient organization agrees to pay for business expenses of the said employee. (vt. from the Lat. secundus),121,LA/PMs - A Smart FP/RH Program Investment
2943,,Secund,,,to loan an employee from one organization to another. The individual's financial remuneration - salary and benefits - may stay with the host organization while the recipient organization agrees to pay for business expenses of the said employee. (vt. from the Lat. secundus),N	N,
2347,,Self-Rated Health Status,,,"Method of determining the status of an individual by having the respondent identify how he/she is feeling.

This method can use a numerical scale (""rate how you are feeling on a scale of 1-10, 1 being poor and 10 being excellent"") or pictures to help respondents identify their status.",125,Mortality Surveillance Methods and Strategies
2574,2347,Self-Rated Health Status,,,"Method of determining the status of an individual by having the respondent identify how he/she is feeling.

This method can use a numerical scale (""rate how you are feeling on a scale of 1-10, 1 being poor and 10 being excellent"") or pictures to help respondents identify their status.",136,Mortality Surveillance Methods & Strategies
758,,Sensitivity,,,The proportion of individuals correctly identified by the test as having disease. Higher sensitivity means that fewer lesions will be missed (false negatives).,70,Cervical Cancer Prevention (Low-Resource Settings)
1629,758,Sensitivity,,,The proportion of persons with disease who are correctly identified by a screening test or case definition as having disease.,118,HIV/AIDS Surveillance
169,,Sentinel Surveillance,,,"Sentinel Surveillance is a monitoring method that employs a surrogate indicator for a public health problem, allowing estimation ofmakes it possible to estimate the magnitude of the a public health problem in the general population.  For HIV, the indicator that is monitored is HIV prevalence in a random sample of the population. The blood sample drawn for HIV testing in sentinel serosurveillance is generally anonymous and unlinked, meaning that the test result cannot be traced back to a specific person.  This maximizes the percentage of the sampleincreases the chances that the individuals who are tested will consent to giving blood for testing in countries that require informed consent.  Sentinel surveillance does is not linked to case -finding for care and treatment.",N	N,
1444,1630,Sentinel surveillance,,,A systematic and continuous monitoring of a disease such as HIV/AIDS.  HIV sentinel surveillance is often carried out by monitoring pregnant women in antenatal care.  ,109,Demographic and Health Surveys: Data Use
1630,,Sentinel surveillance,,,"A surveillance system in which a pre-arranged sample of reporting sources at ‘watch post’ or ‘sentinel’ sites agrees to report all cases of one or more notifiable conditions. Often designed to provide an early indication of changes in the level of disease. Depending on the nature of the population surveyed, these data may be representative of the general population, or they may simply give more detailed information about the populations tested.",118,HIV/AIDS Surveillance
3035,1630,Sentinel surveillance,,,"Systematic, ongoing collection and analysis of data from certain sites (e.g., hospitals, health centres, antenatal clinics) selected for their geographic location, medical specialty, and populations served, and considered to have the potential to provide an early indication in the changes in the level of disease. ",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
92,,Sepsis,,,Infection,10,Antenatal Care
458,,Newborn Sepsis,,,"Sepsis is a term used for major infections in the newborn that can compromise various organs . Newborns, especially premature/low birthweight babies, are at much higher risk of sepsis than are older infants, children and adults because of their immature immune system.
",63,Newborn Sepsis
511,92,Sepsis,,,Infection,53,Maternal Survival – Programming Issues
646,92,Sepsis,,,"Infection, generally systemic infection",61,Emergency Obstetric and Newborn Care
850,,Sepsis,,,Infection,N	N,
886,,Sepsis,,,Infection,N	N,
1073,92,Sepsis,,,Infection,81,Female Genital Mutilation/Cutting (FGM/C)
1100,92,Sepsis,,,"Infection, generally systemic infection",98,Postabortion Care (PAC)
1506,92,Sepsis,,,Infection,113,Antenatal COPY
2199,,Sepsis,,,Infection,N	N,
2642,92,Sepsis,,,Infection,137,Maternal Survival - Programming Issues (Updated)
1079,,Septicemia,,,"A systemic disease caused by pathogenic organisms or their toxins in the bloodstream. Also called ""blood poisoning.""",81,Female Genital Mutilation/Cutting (FGM/C)
1739,1079,Septicemia,,,"A disease caused by the presence of pathogenic organisms, especially bacteria, or their toxins, in the bloodstream, characterized by chills and fever.",80,Antimicrobial Resistance (Part 1)
1104,,Sequestration (in malaria),,,"Occurs when red blood cells that are infected with malaria parasites adhere to the interior walls of small blood vessels in organs (e.g., in the brain, heart, lungs, small intestine, placenta during pregnancy) and accumulate there",87,Malaria in Pregnancy
2782,1104,Sequestration (in malaria),,,"Occurs when red blood cells that are infected with malaria parasites adhere to the interior walls of small blood vessels in organs (e.g., in the brain, heart, lungs, small intestine, placenta during pregnancy) and accumulate there",140,Malaria in Pregnancy (Updated)
1379,,Serodiscordant (also discordant),,,A term used to describe a couple in which one partner is HIV positive and the other is HIV negative,104,Male Circumcision for HIV Prevention: Field Test
2228,,Serodiscordant (also discordant),,,A term used to describe a couple in which one partner is HIV positive and the other is HIV negative,N	N,
2257,1379,Serodiscordant (also discordant),,,A term used to describe a couple in which one partner is HIV positive and the other is HIV negative,130,Male Circumcision: Policy & Programming
1525,,Serosorting,,,"The practice of choosing sexual partners based on HIV status to reduce risk of HIV transmission; HIV-positive may pair with HIV-positive, and HIV-negative with HIV-negative.",104,Male Circumcision for HIV Prevention: Field Test
2229,,Serosorting,,,"The practice of choosing sexual partners based on HIV status to reduce risk of HIV transmission; HIV-positive may pair with HIV-positive, and HIV-negative with HIV-negative.",N	N,
2258,1525,Serosorting,,,"The practice of choosing sexual partners based on HIV status to reduce risk of HIV transmission; HIV-positive may pair with HIV-positive, and HIV-negative with HIV-negative.",130,Male Circumcision: Policy & Programming
142,,Service delivery point,,,"Any facility that serves clients directly and where clients (users) receive supplies. Service delivery points (SDPs) are frequently dispensaries, clinics, and hospitals. Warehouses and manufacturing plants are not service delivery points  –  customers do not receive health services at these sites.",9,Logistics for Health Commodities
3096,142,Service delivery point,,,"Any facility that serves clients directly and where clients (users) receive supplies. Service delivery points (SDPs) are frequently dispensaries, clinics, and hospitals. Warehouses and manufacturing plants are not service delivery points  –  customers do not receive health services at these sites.",145,Logistics Revision
418,,Service delivery projects,,,"Discrete, self-contained family planning activities that deal directly with ""acceptors"" – people",39,Family Planning Legislative & Policy Requirements
1140,418,Service delivery projects,,,"Discrete, self-contained family planning activities that deal directly with ""acceptors"" – people",99,FP Legislative & Policy Requirements (Updated)
2384,418,Service delivery projects,,,"Discrete, self-contained family planning activities that deal directly with ""acceptors"" – people",132,US FP Requirements and Abortion Restrictions-2011
143,,Service statistics,,,"All data collected about patients and their visits to service delivery points. Used in a variety of ways, including forecasting. ",9,Logistics for Health Commodities
3097,143,Service statistics,,,"All data collected about patients and their visits to service delivery points. Used in a variety of ways, including forecasting. ",145,Logistics Revision
1147,,Severe (complicated) malaria,,,Occurs when P. falciparum infections are complicated by serious organ failures or abnormalities in the person's blood or metabolism,87,Malaria in Pregnancy
2783,1147,Severe (complicated) malaria,,,Occurs when P. falciparum infections are complicated by serious organ failures or abnormalities in the person's blood or metabolism,140,Malaria in Pregnancy (Updated)
1116,,Severe malarial anemia,,,The most frequent life-threatening complication of malaria; may contribute to the majority of malarial deaths worldwide,87,Malaria in Pregnancy
2784,1116,Severe malarial anemia,,,The most frequent life-threatening complication of malaria; may contribute to the majority of malarial deaths worldwide,140,Malaria in Pregnancy (Updated)
1105,,Severe maternal anemia,,,"Although different countries may have differing standards, the World Health Organization defines hemoglobin <11 g/dL to be anemia and hemoglobin <7 g/dL to be severe anemia.",87,Malaria in Pregnancy
2785,1105,Severe maternal anemia,,,"Although different countries may have differing standards, the World Health Organization defines hemoglobin <11 g/dL to be anemia and hemoglobin <7 g/dL to be severe anemia.",140,Malaria in Pregnancy (Updated)
1061,,Sex,,,The biological differences between females and males.  Sex differences are concerned with female's and male's  physiology.,96,Gender and Sexual and Reproductive Health 101
2490,1061,Sex,,,Biological and physiological characteristics that define what men’s and women’s bodies are physically able to do.,110,Social and Behavior Change Communication
2955,,Sex worker (SW),,,"""The term ‘sex worker’ is intended to be non-judgemental and focuses on the working conditions under which sexual services are sold. Sex workers include consenting female, male, and transgender adults and young people over the age of 18 who receive money or goods in exchange for sexual services, either regularly or occasionally. Acceptable alternative formulations for the term ‘sex worker’ are ‘women/men/people who sell sex’. Clients of sex workers may be called ‘men/women/people who buy sex’. The term ‘commercial sex worker’ is not used because it says the same think twice in different words. Children selling sex under the age of 18 are considered to be victims of commercial sexual exploitation, unless otherwise determined"" (UNAIDS, October 2011, Terminology Guidelines).",141,"M&E Guidelines for SWs, MSM, & TG-National Level"
2961,2955,Sex worker (SW),,,"""The term ‘sex worker’ is intended to be non-judgemental and focuses on the working conditions under which sexual services are sold. Sex workers include consenting female, male, and transgender adults and young people over the age of 18 who receive money or goods in exchange for sexual services, either regularly or occasionally. Acceptable alternative formulations for the term ‘sex worker’ are ‘women/men/people who sell sex’. Clients of sex workers may be called ‘men/women/people who buy sex’. The term ‘commercial sex worker’ is not used because it says the same think twice in different words. Children selling sex under the age of 18 are considered to be victims of commercial sexual exploitation, unless otherwise determined"" (UNAIDS, October 2011, Terminology Guidelines).",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
1997,,Shapefile,,,"A spatial data format originally developed by ESRI and in widespread use today. A shapefile is actually a collection of at least three files: (i) Main file (filename.shp), which contains geometric information for the features of interest on a record-by-record basis. (ii) Index file (filename.shx), which identifies the positional offset of each record in the main file from the beginning of the main file. (iii) dBASE file (filename.dbf), which contains a table of attribute data for each geometric feature described in the main file. A shapefile can also have a projection file (filename.prj) to specify the coordinate system and datum. Although a projection file is optional with respect to the shapefile technical specification, it is essential for accurate geographic analysis.",97,Test
2149,1997,Shapefile,,,"A spatial data format originally developed by ESRI and in widespread use today. A shapefile is actually a collection of at least three files: (i) Main file (filename.shp), which contains geometric information for the features of interest on a record-by-record basis. (ii) Index file (filename.shx), which identifies the positional offset of each record in the main file from the beginning of the main file. (iii) dBASE file (filename.dbf), which contains a table of attribute data for each geometric feature described in the main file. A shapefile can also have a projection file (filename.prj) to specify the coordinate system and datum. Although a projection file is optional with respect to the shapefile technical specification, it is essential for accurate geographic analysis.",122,Geographic Approaches to Global Health
144,,Shelf life,,,"The length of time a product may be stored without affecting its usability, safety, purity, or potency. Shelf life is determined by the manufacturer. Products should not be used after their shelf life.",9,Logistics for Health Commodities
3098,144,Shelf life,,,"The length of time a product may be stored without affecting its usability, safety, purity, or potency. Shelf life is determined by the manufacturer. Products should not be used after their shelf life.",145,Logistics Revision
57,,Short-course chemotherapy (SCC),,,A standardized treatment regimen that lasts six to eight months and uses a combination of powerful anti-TB drugs.,N	N,
938,,Short-course chemotherapy (SCC),,,A standardized treatment regimen that lasts six to eight months and uses a combination of powerful anti-TB drugs.,90,Tuberculosis Basics (Updated)
997,938,Short-course chemotherapy (SCC),,,A standardized treatment regimen that lasts six to eight months and uses a combination of powerful anti-TB drugs.,91,Tuberculosis – Advanced Concepts
1767,2150,Signature domain (for health facilities),,,"The health facility Signature Domain from MEASURE Evaluation contains all the information necessary to identify a facility uniquely, and should be explicitly included in all health facility surveys. While each element in the Signature Domain may or may not uniquely identify a facility (and indeed some elements may not exist), the collection of as many elements as possible will more reliably result in correct matching of facilities across surveys. Source: MEASURE Evaluation, ""The Signature Domain and Geographic Coordinates: A Standardized Approach for Uniquely Identifying a Health Facility,"" www.cpc.unc.edu/measure/publications/pdf/wp-07-91.pdf, January 2007.",97,Test
2150,,Signature domain (for health facilities),,,"The health facility signature domain from MEASURE Evaluation contains all the information necessary to identify a facility uniquely, and should be explicitly included in all health facility surveys. While each element in the Signature Domain may or may not uniquely identify a facility (and indeed some elements may not exist), the collection of as many elements as possible will more reliably result in correct matching of facilities across surveys. (MEASURE Evaluation 2007)",122,Geographic Approaches to Global Health
1199,2853,Situation Analysis,,,Process by which essential information is collected on causes and consequences of a crisis. Determines the scope and magnitude of the response.,105,HIV Stigma and Discrimination
2853,,Situation analysis,,,"A systematic review of social, cultural, political, and behavioral data aimed to identify internal and external determinants of a situation, such as immediate and underlying cause and effects.",110,Social and Behavior Change Communication
181,,Six Rights,,,"The Right goods, in the Right quantities, in the Right condition, delivered to the Right place, at the Right time, for the Right cost",9,Logistics for Health Commodities
3099,181,Six Rights,,,"The Right goods, in the Right quantities, in the Right condition, delivered to the Right place, at the Right time, for the Right cost",145,Logistics Revision
93,,Skene’s glands (also known as the lesser vestibular or paraurethral glands),,,"Glands located on the upper wall of the vagina, around the lower end of the urethra. They drain into the urethra and near the urethral opening and may have purulent discharge if the woman has some sexually transmitted infections (STIs), such as gonorrhea.",10,Antenatal Care
851,,Skene’s glands (also known as the lesser vestibular or paraurethral glands),,,"Glands located on the upper wall of the vagina, around the lower end of the urethra. They drain into the urethra and near the urethral opening and may have purulent discharge if the woman has some sexually transmitted infections (STIs), such as gonorrhea.",N	N,
887,,Skene’s glands (also known as the lesser vestibular or paraurethral glands),,,"Glands located on the upper wall of the vagina, around the lower end of the urethra. They drain into the urethra and near the urethral opening and may have purulent discharge if the woman has some sexually transmitted infections (STIs), such as gonorrhea.",N	N,
1507,93,Skene’s glands (also known as the lesser vestibular or paraurethral glands),,,"Glands located on the upper wall of the vagina, around the lower end of the urethra. They drain into the urethra and near the urethral opening and may have purulent discharge if the woman has some sexually transmitted infections (STIs), such as gonorrhea.",113,Antenatal COPY
2200,,Skene’s glands (also known as the lesser vestibular or paraurethral glands),,,"Glands located on the upper wall of the vagina, around the lower end of the urethra. They drain into the urethra and near the urethral opening and may have purulent discharge if the woman has some sexually transmitted infections (STIs), such as gonorrhea.",N	N,
396,,Skilled attendant,,,"An accredited health professional (e.g., a midwife, doctor, or nurse) who has been educated and trained to proficiency in the skills needed to manage normal (uncomplicated) pregnancies, childbirth, and the immediate postnatal period, and in the identification, management, and referral of complications in women and newborns.  Source: WHO. 2004a",43,Essential Newborn Care
469,396,Skilled attendant,,,"An accredited health professional (e.g., a midwife, doctor, or nurse) who has been educated and trained to proficiency in the skills needed to manage normal (uncomplicated) pregnancies, childbirth, and the immediate postnatal period, and in the identification, management, and referral of complications in women and newborns. Source: WHO. 2004a",63,Newborn Sepsis
264,,Small for gestational age,,,"A weight classification of newborns associated with poor health outcomes, the weight falling below the 10th percentile on the intrauterine growth curve for the infant's calculated gestational age",N	N,
1145,,Small for gestational age,,,"Usually, an infant whose birth weight is below the tenth percentile for its gestational age is considered small for gestational age.",87,Malaria in Pregnancy
2786,1145,Small for gestational age,,,"Usually, an infant whose birth weight is below the tenth percentile for its gestational age is considered small for gestational age.",140,Malaria in Pregnancy (Updated)
1370,,Social capital,,,"The connections between and within social networks. Social networks have ""value"", thus social contacts affect the productivity of individuals and groups.",105,HIV Stigma and Discrimination
2856,,Social capital,,"Social Capital, SBCC","Refers to the institutions, norms, and values of social networks and their impact on social relationships and institutional resources. The theory argues that groups and societies with higher levels of social cohesion and trust are fundamental for societies. This is a concept from the network theories in the Graphic: Concepts of Selected SBCC Theories.",110,Social and Behavior Change Communication
803,,Social convention,,,"A social convention is a set of agreed-upon, stipulated, or generally accepted standards, norms, social norms, or criteria, often taking the form of a custom.

",81,Female Genital Mutilation/Cutting (FGM/C)
2857,,Social convention,,"Social Convention, SBCC","Social conventions are at work when an individual follows a social rule because of 1) expectations that many others follow the social rule, 2) preference to do the same as others, and 3) compliance being in his/her interest. Influencing social conventions requires effort at the community level because even if an individual or small family unit changes its practices, the social convention will still be in place. This is a concept from the social norms theories in the Graphic: Concepts of Selected SBCC Theories.",110,Social and Behavior Change Communication
1351,,Social franchise,,,"The process by which a developer of a successfully tested social concept, the franchisor, in order to scale-up the coverage of a target group and the quality of product (services), enables others, the franchisees, to replicate the model, using the tested system, using the brand name, in return for social results, systems development and impact information (DSW 2000). All service delivery points are generally connected by a recognized brand name or logo. ",76,Commercial Private Health Sector Basics
2734,,Social franchise,,Social Franchise of Health Providers,"A social franchise is a network of private health providers “linked through contracts to provide socially beneficial services under a common brand.”  The goals of social franchising include increasing access by increasing service delivery points and services offered; cost-effectiveness, including offering services at equal or lower cost than other providers; providing services that adhere to quality standards; and providing equity by services all population groups and emphasizing those in most need.

(Source: Adapted from “Clinical Social Franchising Compendium: An Annual Survey of Programs, 2010”, the Global Health Group, University of California, San Francisco, May 2010. )

",121,LA/PMs - A Smart FP/RH Program Investment
2944,,Social franchise,,,"A social franchise is a network of private health providers “linked through contracts to provide socially beneficial services under a common brand.”  The goals of social franchising include increasing access by increasing service delivery points and services offered; cost-effectiveness, including offering services at equal or lower cost than other providers; providing services that adhere to quality standards; and providing equity by services all population groups and emphasizing those in most need.

(Source: Adapted from “Clinical Social Franchising Compendium: An Annual Survey of Programs, 2010”, the Global Health Group, University of California, San Francisco, May 2010. )

",N	N,
425,,Social marketing,,,"The use of commercial marketing strategies to promote health products, services, or behaviors",39,Family Planning Legislative & Policy Requirements
